model_id,filter_id,period,trade_date,rank,symbol,name,final_score,entry_date,exit_date,entry_buyable,entry_gap_pct,entry_open,day1_max_runup_pct,day1_close_return_pct,day2_close_return_pct,min_drawdown_pct,day1_no_red,day2_still_loss,deep_pain,best_theme_rank,theme_lifecycle_list,theme_name_list,filter_universe_size
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-15,1,sz000681,sz000681,6.82663201046047,2026-01-16,2026-01-19,1,-9.9972,31.6,0.0,0.0,-10.0,-10.0,1,1,1,7.0,主线再加速,数字媒体,101
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-15,2,sz002112,sz002112,6.8026764316129595,2026-01-16,2026-01-19,1,10.0236,23.27,0.0,-14.1813,-5.5866,-22.7761,1,1,1,4.0,主线再加速,输变电设备,101
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-15,3,sh603000,sh603000,6.801744213586312,2026-01-16,2026-01-19,1,-9.9903,27.75,0.0,0.0,-9.982,-9.982,1,1,1,7.0,主线再加速,数字媒体,101
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-16,1,sz001255,sz001255,7.321504822593831,2026-01-19,2026-01-20,1,4.8542,57.89,1.8656,-14.1648,-22.75,-22.75,0,1,1,8.0,观察,IGBT概念,106
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-16,2,sh603938,sh603938,6.9469196427590605,2026-01-19,2026-01-20,1,-7.0026,25.1,7.2908,4.6215,7.4104,0.0,0,0,0,4.0,主线再加速|观察,碳化硅|存储芯片,106
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-16,3,sz002119,sz002119,6.567796038320839,2026-01-19,2026-01-20,1,5.4005,23.03,4.3856,1.954,3.8211,-2.6487,0,0,0,3.0,主线再加速,半导体|存储芯片|半导体材料,106
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-19,1,sz002546,sz002546,7.661731506266793,2026-01-20,2026-01-21,1,4.1804,9.47,5.5966,5.5966,2.2175,-1.9007,0,0,0,2.0,主线再加速|持续主线,电网设备|电工仪器仪表,138
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-19,2,sz001337,sz001337,7.525130513773714,2026-01-20,2026-01-21,1,3.6122,39.01,4.2041,1.9739,12.1764,-5.2294,0,0,1,7.0,主线再加速,黄金|贵金属,138
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-19,3,sz002112,sz002112,7.511406133620443,2026-01-20,2026-01-21,1,-3.0951,21.29,13.5275,7.5622,-1.0803,-4.3682,0,1,1,1.0,主线再加速,输变电设备|电网设备,138
blitz_1d_fast_feedback,top10_themes_only,final_2026,2026-01-20,1,sh600955,sh600955,7.451167286007512,2026-01-21,2026-01-22,1,6.7994,21.99,0.0,-5.0477,-9.4588,-10.2774,1,1,1,3.0,持续主线|观察,环氧丙烷|其他化学原料|化工原料,76
