symbol,trade_date,probe_index,oib_ratio,same_day_pullback_ratio,day_gap_pct,probe_strength_score,hot_theme_best_rank,hot_theme_score,hot_theme_is_top10,confirm_d1_pos,confirm_d3_pos,confirm_d5_pos,trend20_probability,trend20_probability_sample_split,target_trend20,target_trend40,high_20d_pct,high_40d_pct
sh605003,2025-08-21,1.0,0.7500293364035349,0.6739130434782609,-1.9761218608480902,81.73946528849311,23.0,76.4,0.0,0,0,1,0.2,train,1,0,23.219431864965003,23.219431864965003
sh605005,2024-09-02,1.0,6.159513458129213,0.7569444444444446,0.0,89.23545492984005,400.0,41.8,0.0,0,0,0,0.17647058823529413,train,0,0,19.845360824742286,19.845360824742286
sh605081,2025-04-11,1.0,0.38965107103816116,1.3235294117647034,-7.540983606557372,75.50246174450149,452.0,36.1,0.0,0,1,1,0.4,train,0,1,11.754068716094013,35.623869801084986
sh605118,2024-09-02,1.0,0.5288140160325412,0.7966101694915252,0.0,79.6265972935687,294.0,50.7,0.0,0,0,0,0.575,train,1,0,25.443383356070946,25.443383356070946
sh605303,2025-11-25,1.0,0.255621928435564,0.7428571428571434,2.3054755043227626,70.19761784787181,98.0,68.9,0.0,0,1,0,0.5208333333333335,valid,0,0,11.868335651367644,11.868335651367644
sh605369,2025-05-21,1.0,0.3441603765611678,1.2789968652037622,-1.1304909560723608,83.03660461175232,65.0,69.9,0.0,0,1,0,0.0,train,0,0,-7.267833109017497,-7.267833109017497
sz000004,2024-12-23,1.0,0.7627173360297689,1.0708661417322833,-9.571286141575264,80.70801544977057,,,,0,1,0,,,0,0,-8.144044321329657,-8.144044321329657
sz000004,2024-12-31,2.0,0.3265222350910434,0.8873239436619719,0.21818181818180626,75.91231431898986,,,,0,0,0,,,0,0,4.046242774566489,5.419075144508678
sz000007,2024-09-27,1.0,0.2587428889934403,0.4999999999999989,2.0725388601036343,75.54377463915253,439.0,48.5,0.0,1,0,0,0.575,train,1,1,25.203252032520318,39.99999999999999
sz000007,2024-11-11,2.0,0.42664135368015826,0.7272727272727273,0.536193029490617,76.55318006201959,366.0,45.5,0.0,0,0,0,0.24444444444444444,train,0,0,2.887139107611536,2.887139107611536
sz000008,2025-08-21,1.0,0.31878522349368876,0.6896551724137936,-0.34129692832765013,85.0532037872399,200.0,53.7,0.0,0,0,0,0.09259259259259259,train,0,0,0.6666666666666599,1.0000000000000009
sz000016,2024-09-03,1.0,0.6809367996183204,0.8888888888888888,-2.2727272727272707,82.92379492674365,13.0,89.8,0.0,0,0,0,0.575,train,1,1,35.315985130111535,187.73234200743497
