symbol,trade_date,event_time,business_anchor_time,event_kind,event_role,sequence_label,probe_index,days_since_prev_probe,bar_high_ret_pct,bar_close_ret_pct,amount_vs_day_median,same_day_pullback_ratio,same_day_later_high_pct,oib_ratio,cvd_ratio,day_gap_pct,day_high_vs_prev_close_pct,day_return_pct,touch_limit_up,broken_limit_up,touch_limit_up_count_5m,limit_state_label,probe_strength_score
sh600011,2026-06-03,14:25,14:25,non_probe,non_probe,,,,3.463203463203457,2.5974025974025983,2.962254736217589,1.343749999999998,0.0,-0.05325190569540827,0.13715805782946217,-2.7502750275027465,5.17051705170517,3.28054298642535,0,0,0,normal,51.0723551455751
sh600012,2026-05-26,09:30,09:30,non_probe,non_probe,,,,1.8927444794952564,1.766561514195586,2.8078882362871043,-1.000000000000006,2.352941176470602,-0.32869845018701765,0.3730554157305286,-0.9993753903810187,3.2479700187382887,3.785488958990535,0,0,0,normal,19.8264217765515
sh600012,2026-06-01,09:35,09:35,non_probe,non_probe,,,,2.704363859864789,1.290719114935479,3.8575115298301963,-0.6590909090909053,2.1543985637342944,0.0666341092140127,0.1162017787246813,-2.4390243902439046,1.5466983938132062,3.658536585365857,0,0,0,normal,32.12535518675617
sh600012,2026-06-02,09:55,09:55,non_probe,non_probe,,,,1.492537313432818,0.5740528128587608,7.203770969850585,0.3076923076923035,0.0,-0.1398740612341781,0.20767629072785032,-0.23529411764705577,4.0000000000000036,3.7735849056603765,0,0,0,normal,35.78573487625088
sh600017,2026-03-25,10:40,10:40,non_probe,non_probe,,,,1.538461538461533,0.9230769230769154,4.668724741986514,0.4000000000000018,0.0,-0.408298507394794,0.4244777048645528,0.3215434083601254,6.109324758842449,5.12820512820511,0,0,0,normal,32.880204258122966
sh600020,2026-04-30,09:30,09:30,non_probe,non_probe,,,,3.8560411311054033,2.0565552699228773,10.869136643814636,0.0,0.7425742574257432,-0.2147595654762976,0.26674013448702705,1.5665796344647598,6.266318537859017,3.8560411311054033,0,0,0,normal,53.72956389243504
sh600021,2026-03-05,09:30,09:30,non_probe,non_probe,,,,3.838862559241707,3.838862559241707,11.827111133061953,-0.09876543209876348,2.053856686444533,-0.052772054770473906,0.12272365573199726,1.8339768339768359,7.91505791505791,4.218009478672968,0,0,0,normal,52.08602726187044
sh600021,2026-03-25,09:30,09:30,non_probe,non_probe,,,,1.8085106382978777,1.4361702127659637,6.217422573177141,-0.8529411764705861,2.7168234064785857,-0.18699390221638862,-0.004457407670012023,0.10649627263046302,4.685835995740151,3.3510638297872264,0,0,0,normal,20.334802124943376
sh600021,2026-04-08,09:30,09:30,non_probe,non_probe,,,,1.0857142857142899,1.0857142857142899,5.569301583529168,-3.1052631578947154,3.9005087620124224,-0.47306166002790495,0.169449364932811,1.6260162601626105,6.736353077816504,4.457142857142871,0,0,0,normal,12.259811390684842
sh600021,2026-05-19,10:00,10:00,launch_day,launch_without_probe,直接启动,,,7.957870099473374,7.957870099473374,68.12116136654775,0.0,0.0,4.023357874548771,0.1899313468166845,0.17889087656530744,10.017889087656528,9.821428571428559,1,0,43,sealed_up,81.9577482189186
sh600021,2026-05-25,10:15,10:15,non_probe,non_probe,,,,3.2644178454842354,2.2850924918389692,7.654424271910231,0.749999999999997,0.0,-0.175459943718278,0.49216199115512765,0.05678591709257219,7.779670641680858,5.1645856980703675,0,0,0,normal,57.08911584235885
sh600021,2026-05-26,09:30,09:55,launch_day,launch_without_probe,直接启动,,,3.8961038961038863,3.571428571428581,42.988528685962805,-1.6527777777777821,6.19791666666667,-0.20750885158447893,0.11061943024072982,-0.2698327037236936,10.037776578521317,10.335497835497831,1,0,43,sealed_up,46.07142857142858
sh600021,2026-05-27,09:30,09:30,non_probe,non_probe,,,,2.9916625796959195,1.1280039234919048,12.604801535663023,0.6721311475409845,2.857142857142869,-0.09917278052073403,0.11489089160245256,0.0,5.934281510544381,0.9808729769494873,0,0,0,normal,52.479100605361786
sh600021,2026-05-28,09:30,09:30,non_probe,non_probe,,,,4.031083050024287,4.031083050024287,10.657086282198517,0.28915662650602586,0.1400560224089631,0.0071443682234048735,-0.013247544793761952,0.0,4.176784847013115,2.865468674113636,0,0,0,normal,56.34456203928675
sh600021,2026-05-29,09:30,09:30,non_probe,non_probe,,,,2.9061457837065374,1.7627441638875752,7.504139260839509,-1.1147540983606499,3.472222222222232,-0.19957149999718635,0.2061973916809538,-0.8970727101038745,5.524079320113318,6.145783706526942,0,0,0,normal,33.71988634023803
sh600021,2026-06-03,10:20,10:20,non_probe,non_probe,,,,2.1406727828745975,1.83486238532109,1.4887632849553594,-1.9523809523809617,4.241516966067871,0.016407989927238447,0.36923898071011363,-2.562814070351749,4.974874371859306,7.581227436823101,0,0,0,normal,22.74451262199893
sh600022,2026-03-13,09:30,09:30,non_probe,non_probe,,,,2.3255813953488413,2.3255813953488413,12.603053333902999,0.5,2.2727272727272707,0.257663456002445,0.363301580501954,-1.1494252873563204,3.4482758620689724,1.1627906976744207,0,0,0,normal,56.13731828851461
sh600022,2026-03-17,09:30,09:30,non_probe,non_probe,,,,4.191616766467066,3.592814371257491,18.8762805764625,0.42857142857142855,1.724137931034475,0.011004397885038122,0.6441731875520395,-0.5952380952380931,5.35714285714286,2.39520958083832,0,0,0,normal,69.51509286332002
sh600023,2026-03-26,09:30,09:30,non_probe,non_probe,,,,1.454545454545464,0.1818181818181719,4.4287016995888,-1.0,2.508960573476693,-0.5677739168271967,0.3364282172580677,-0.1814882032667886,3.8112522686025496,2.9090909090909056,0,0,0,normal,17.860849153728946
sh600023,2026-04-28,09:55,09:55,non_probe,non_probe,,,,2.1015761821365997,1.2259194395796813,3.655132045610641,-0.4999999999999963,1.3722126929674117,-0.40223375980130355,0.5377679714260738,-2.076124567474047,2.249134948096887,4.06360424028267,0,0,0,normal,27.05709755796236
sh600023,2026-05-19,13:00,13:00,launch_day,launch_without_probe,直接启动,,,5.124223602484457,5.124223602484457,10.941584115433828,0.21212121212121082,0.0,0.7274119787850113,0.3604014383937328,0.0,10.08130081300811,8.943089430894302,1,1,4,broken_up,74.85566033850843
sh600023,2026-05-25,09:50,09:50,non_probe,non_probe,,,,2.1126760563380254,2.1126760563380254,3.689471727062891,-0.9166666666666685,2.586206896551735,-0.07801497487993854,0.6045287324444619,-0.521739130434784,3.4782608695652195,3.321678321678334,0,0,0,normal,28.159103076226167
