variant_id,period,month,top1_days,top1_picks,top1_day1_no_red_rate,top1_day2_still_loss_rate,top1_deep_pain_rate,top1_day1_green_rate,top1_day1_positive_close_rate,top1_day1_avg_mfe_pct,top1_day1_median_mfe_pct,top1_day1_avg_close_return_pct,top1_day2_avg_close_return_pct,top1_day2_median_close_return_pct,top1_hit2_rate,top1_hit3_rate,top1_hit5_rate,top1_hit7_rate,top1_hit10_rate,top3_pick_days,top3_pick_picks,top3_pick_day1_no_red_rate,top3_pick_day2_still_loss_rate,top3_pick_deep_pain_rate,top3_pick_day1_green_rate,top3_pick_day1_positive_close_rate,top3_pick_day1_avg_mfe_pct,top3_pick_day1_median_mfe_pct,top3_pick_day1_avg_close_return_pct,top3_pick_day2_avg_close_return_pct,top3_pick_day2_median_close_return_pct,top3_pick_hit2_rate,top3_pick_hit3_rate,top3_pick_hit5_rate,top3_pick_hit7_rate,top3_pick_hit10_rate,top3_any_day1_green_rate,top3_any_hit3_rate,top3_any_hit5_rate,top3_any_day2_non_loss_rate,stable_month_score,offensive_month_score
lpn_023_lowpain_flow_orderbook,internal_2025,2025-10,17,17,0.0588,0.5294,0.1765,0.9412,0.8235,1.5527,1.192,0.511,0.2642,-0.3534,0.3529,0.1176,0.0,0.0,0.0,17,51,0.0588,0.451,0.1961,0.9412,0.5882,1.4261,1.0949,0.2457,0.1466,0.0274,0.2549,0.1176,0.0392,0.0,0.0,1.0,0.2353,0.1176,0.8235,50.4963,33.4645
lpn_023_lowpain_flow_orderbook,internal_2025,2025-11,20,20,0.1,0.4,0.0,0.9,0.55,1.385,0.8288,0.3789,0.5449,0.4296,0.2,0.1,0.05,0.05,0.0,20,60,0.05,0.4333,0.05,0.95,0.5667,1.146,0.7347,0.2448,0.1788,0.0847,0.1333,0.0833,0.0167,0.0167,0.0,1.0,0.2,0.05,0.8,55.4754,36.8469
lpn_023_lowpain_flow_orderbook,internal_2025,2025-12,23,23,0.0435,0.4348,0.1304,0.9565,0.4783,0.8378,0.5242,-0.0839,0.0678,0.0,0.1304,0.0,0.0,0.0,0.0,23,69,0.1014,0.4203,0.0725,0.8986,0.5217,1.04,0.5758,0.2214,0.3279,0.0,0.1304,0.058,0.029,0.0145,0.0145,1.0,0.1739,0.087,0.8261,51.942,32.3718
lpn_023_lowpain_flow_orderbook,final_2026,2026-01,20,20,0.1,0.45,0.1,0.9,0.65,1.1482,0.6916,0.3753,0.8125,0.0,0.05,0.05,0.05,0.05,0.0,20,60,0.1,0.4833,0.1333,0.9,0.5667,1.4705,0.9103,0.2869,0.1502,0.0,0.2167,0.1333,0.05,0.05,0.0,1.0,0.3,0.1,0.9,52.1795,34.5418
lpn_023_lowpain_flow_orderbook,final_2026,2026-02,14,14,0.0714,0.3571,0.0714,0.9286,0.6429,1.2067,0.7033,0.2619,0.3875,0.4088,0.2143,0.0714,0.0,0.0,0.0,14,42,0.0714,0.3571,0.119,0.9286,0.619,1.378,0.9451,0.3801,0.633,0.4088,0.2619,0.0952,0.0238,0.0,0.0,1.0,0.2857,0.0714,0.7857,55.2716,35.3523
lpn_023_lowpain_flow_orderbook,final_2026,2026-03,22,22,0.0,0.5455,0.1818,1.0,0.6364,1.0838,0.7547,-0.121,-0.3452,-0.5071,0.1364,0.0455,0.0,0.0,0.0,22,66,0.0303,0.5758,0.3182,0.9697,0.4848,1.3634,0.8217,-0.1806,-0.5487,-0.5915,0.2121,0.1212,0.0152,0.0,0.0,1.0,0.2727,0.0455,0.6364,49.8637,31.7186
lpn_023_lowpain_flow_orderbook,final_2026,2026-04,8,8,0.0,0.25,0.125,1.0,0.75,3.0865,2.5922,1.2803,1.317,1.7813,0.5,0.5,0.25,0.0,0.0,8,24,0.0833,0.5,0.2917,0.9167,0.5833,1.9017,1.3314,0.5624,0.187,-0.5623,0.2917,0.25,0.125,0.0,0.0,1.0,0.5,0.375,0.75,64.5218,49.3861
lpn_024_same_day_flow_orderbook,internal_2025,2025-10,17,17,0.1765,0.7059,0.9412,0.8235,0.2941,4.9159,4.6358,-1.6495,-2.5285,-6.3927,0.6471,0.6471,0.4706,0.2941,0.1176,17,51,0.0588,0.5882,0.7451,0.9412,0.4314,5.989,4.9332,0.8346,0.2321,-2.4876,0.6471,0.5882,0.4902,0.3922,0.2157,1.0,0.8824,0.8824,0.8824,35.1097,37.9316
lpn_024_same_day_flow_orderbook,internal_2025,2025-11,20,20,0.05,0.5,0.8,0.95,0.45,5.7548,4.716,0.0694,-0.6544,0.0315,0.7,0.55,0.5,0.4,0.2,20,60,0.0333,0.5667,0.7833,0.9667,0.55,6.1268,5.7012,0.4853,-0.869,-1.0054,0.7833,0.7,0.55,0.4167,0.1833,1.0,1.0,1.0,0.9,46.9658,47.5734
lpn_024_same_day_flow_orderbook,internal_2025,2025-12,23,23,0.0435,0.4783,0.7826,0.9565,0.5217,6.7178,7.3043,1.343,0.7517,1.2744,0.7826,0.6957,0.5652,0.5217,0.3043,23,69,0.0725,0.4058,0.6522,0.9275,0.5797,7.1537,6.8522,2.6797,2.6148,1.9729,0.7391,0.6957,0.5507,0.4928,0.3333,1.0,0.913,0.8696,0.9565,51.3065,54.9065
lpn_024_same_day_flow_orderbook,final_2026,2026-01,20,20,0.3,0.65,0.8,0.7,0.65,3.8581,2.5621,0.5754,-2.0405,-3.4291,0.6,0.45,0.25,0.15,0.1,20,60,0.2333,0.6833,0.7667,0.7667,0.65,4.5494,3.1304,0.9989,-1.7618,-2.8459,0.6333,0.5167,0.3833,0.2833,0.1667,0.95,0.8,0.65,0.6,33.7216,30.996
lpn_024_same_day_flow_orderbook,final_2026,2026-02,14,14,0.0714,0.5,0.5,0.9286,0.7143,6.8106,6.3725,3.3901,1.6843,-0.1037,0.6429,0.6429,0.5,0.5,0.1429,14,42,0.0952,0.5238,0.5952,0.9048,0.6905,6.0859,4.9307,2.1757,1.0101,-0.3598,0.6905,0.6429,0.5,0.3571,0.1905,1.0,0.9286,0.8571,0.9286,55.7561,56.8526
lpn_024_same_day_flow_orderbook,final_2026,2026-03,22,22,0.0,0.5909,0.8636,1.0,0.5909,6.558,6.9324,1.2023,0.1182,-1.3639,0.7727,0.6818,0.6364,0.5,0.2727,22,66,0.0303,0.5455,0.7273,0.9697,0.4848,5.1693,3.6322,0.2445,0.1469,-1.2951,0.6667,0.5303,0.4242,0.303,0.1818,1.0,0.9545,0.8182,0.8182,47.5742,52.765
lpn_024_same_day_flow_orderbook,final_2026,2026-04,8,8,0.0,0.75,0.75,1.0,0.375,5.3928,5.2857,-0.4627,-1.8987,-5.9994,0.625,0.625,0.5,0.375,0.25,8,24,0.0,0.625,0.6667,1.0,0.4583,5.7713,4.9902,0.3705,-1.7313,-3.176,0.7083,0.6667,0.5,0.375,0.1667,1.0,1.0,0.875,0.625,42.684,44.4286
