symbol,signal_date,score,pre20_return_pct,pre10_return_pct,pre5_return_pct,drawdown_from_20d_high_pct,close_vs_20d_high_pct,amount,amount_anomaly_20d,signal_return_1d_pct,active_buy_strength,support_pressure_spread,pre20_super_net_ratio,pre20_main_net_ratio,pre10_super_net_ratio,pre10_main_net_ratio,pre20_super_positive_day_ratio,pre20_main_positive_day_ratio,pre5_order_available_ratio,trend_score,fund_score,repair_score,liquidity_score,rank,strategy_name,entry_signal_date,entry_date,gross_entry_price,entry_price,exit_signal_date,exit_date,gross_exit_price,exit_price,return_pct,net_return_pct,max_runup_pct,max_drawdown_pct,holding_days,exit_reason,final_cum_super_amount,final_cum_super_peak_amount,final_cum_super_ratio,final_super_peak_drawdown_pct,final_super_decline_streak,future_days_available,is_mature_trade
sh600307,2026-03-18,79.8,19.57,18.28,16.4,-18.47,9.01,1358624470.62,3.4173892622200306,9.999999999999986,6.004621249223575,0.18173212790531168,0.06442,0.07544,0.10066,0.11874,0.6,0.6,1.0,65.77,91.43,72.27,100.0,1,趋势中继原型,2026-03-18,2026-03-19,2.39,2.396,2026-03-20,2026-03-23,2.04,2.0349,-14.64,-15.07,5.02,-11.72,2,hard_stop_8pct,-167519563.85,0.0,-0.05953,0.0,1,24,True
sh600791,2026-03-18,77.57,41.82,11.96,13.04,-16.35,-0.64,303239523.0,1.6494114817353294,-0.6410256410256276,11.941572339170314,0.023976273237970913,0.01646,0.00855,0.03705,0.03826,0.7,0.5,1.0,88.73,100.0,48.88,37.33,2,趋势中继原型,2026-03-18,2026-03-19,9.35,9.3734,2026-03-23,2026-03-24,8.3,8.2793,-11.23,-11.67,3.21,-12.51,3,hard_stop_8pct,8609044.0,8609044.0,0.01348,0.0,0,24,True
sz002730,2026-03-18,73.45,28.3,18.21,3.62,-21.19,-0.65,785239414.08,1.8454774876939448,2.5358851674641247,1.0977751301619953,-0.17751467491390982,0.02526,0.04027,0.03571,0.04239,0.55,0.65,1.0,76.93,95.71,35.85,79.14,3,趋势中继原型,2026-03-18,2026-03-19,21.0,21.0525,2026-03-30,2026-03-31,24.3,24.2393,15.71,15.14,28.57,-0.38,8,cum_super_peak_dd_20pct_3d,-22738114.92,38461541.08,-0.00322,159.12,3,24,True
sz000539,2026-03-19,76.74,14.26,10.87,4.08,-10.87,9.98,803990291.2599998,3.4886568088626504,9.982174688057043,0.15330081014641905,2.0886306604627354,0.03572,0.03024,0.06694,0.06679,0.5,0.55,1.0,52.33,87.14,87.91,85.66,1,趋势中继原型,2026-03-19,2026-03-20,6.05,6.0651,2026-03-30,2026-03-31,6.14,6.1246,1.49,0.98,34.55,-3.31,7,cum_super_peak_dd_20pct_3d,-211303210.9,26410443.19,-0.01651,900.07,3,23,True
sz002730,2026-03-19,71.93,30.91,21.49,10.18,-21.71,-1.33,602188148.88,1.3365677829074099,0.7466168922071859,1.4831538775067656,-0.05820148520887636,0.02448,0.03834,0.0334,0.03946,0.55,0.7,1.0,81.88,98.6,31.91,48.78,2,趋势中继原型,2026-03-19,2026-03-20,21.63,21.6841,2026-03-30,2026-03-31,24.3,24.2393,12.34,11.78,24.83,-1.02,7,cum_super_peak_dd_20pct_3d,-12340507.56,48859148.44,-0.00191,125.26,3,23,True
sh603489,2026-03-19,71.28,23.26,12.14,7.0,-11.92,-3.03,379052656.76000005,2.0296235948303187,-3.0269975456776677,0.7241092209882254,0.1684003188517843,0.01747,0.03327,0.03085,0.02998,0.65,0.6,1.0,63.11,90.57,60.76,54.56,3,趋势中继原型,2026-03-19,2026-03-20,35.93,36.0198,2026-03-20,2026-03-23,32.61,32.5285,-9.24,-9.69,0.81,-8.71,1,hard_stop_8pct,-16131286.0,0.0,-0.0434,0.0,0,23,True
sh600791,2026-03-19,70.84,40.27,12.86,12.59,-19.03,-3.93,184301304.67,0.9745542127432963,-0.10752688172044333,4.400158699104448,-0.014766281415494298,0.01717,0.01816,0.03842,0.06173,0.7,0.55,1.0,83.93,100.0,40.19,6.13,4,趋势中继原型,2026-03-19,2026-03-20,9.25,9.2731,2026-03-23,2026-03-24,8.3,8.2793,-10.27,-10.72,4.32,-11.57,2,hard_stop_8pct,5902051.0,5902051.0,0.01299,0.0,0,23,True
sz000048,2026-03-19,70.65,17.94,20.41,5.39,-19.98,-1.7,619840830.4000002,2.505700828766268,0.46948356807510194,2.9315860570646137,0.09983924856977278,0.01875,0.03912,0.02162,0.0321,0.55,0.7,1.0,65.21,88.29,51.87,72.18,5,趋势中继原型,2026-03-19,2026-03-20,21.25,21.3031,2026-03-23,2026-03-24,19.68,19.6308,-7.39,-7.85,1.88,-10.12,2,hard_stop_8pct,-22536973.46,0.0,-0.03089,0.0,0,23,True
sz002730,2026-03-20,79.11,31.65,23.87,12.45,-21.71,4.94,814636095.6800001,1.6777933012480388,6.345530338119509,1.0681317420309853,-0.021260772290654373,0.02176,0.03728,0.02994,0.03501,0.5,0.75,1.0,82.84,95.57,52.94,75.7,1,趋势中继原型,2026-03-20,2026-03-23,22.0,22.055,2026-03-30,2026-03-31,24.3,24.2393,10.45,9.9,22.73,-1.82,6,cum_super_peak_dd_20pct_3d,-11543217.56,49656438.44,-0.00205,123.25,3,22,True
sh600617,2026-03-20,77.36,20.2,5.52,4.91,-17.93,0.76,652068529.9300002,2.293274532956651,9.917355371900838,17.393452067403928,0.3970641941235755,0.06298,0.05541,0.0752,0.07021,0.7,0.45,1.0,55.19,100.0,73.38,74.54,2,趋势中继原型,2026-03-20,2026-03-23,4.07,4.0802,2026-04-01,2026-04-02,3.7,3.6908,-9.09,-9.54,13.51,-9.83,8,hard_stop_8pct,-126017545.96,0.0,-0.01885,0.0,3,22,True
sz000539,2026-03-20,77.27,29.62,19.57,16.2,-18.96,7.94,2157025598.9699993,6.507527868256129,7.94165316045381,-7.84192044455903,0.12176113028765845,0.04261,0.02399,0.06851,0.05207,0.55,0.55,1.0,79.84,87.14,51.25,100.0,3,趋势中继原型,2026-03-20,2026-03-23,6.13,6.1453,2026-03-30,2026-03-31,6.14,6.1246,0.16,-0.34,32.79,-2.94,6,cum_super_peak_dd_20pct_3d,146951.9,237860605.99,1e-05,99.94,3,22,True
sz002902,2026-03-20,73.94,14.75,14.59,8.51,-18.95,2.46,2134074895.53,6.183705340503854,2.4624373956594336,2.910260656272598,0.7232004214297756,0.03871,0.02838,0.0536,0.04505,0.6,0.5,1.0,56.28,91.43,60.23,100.0,4,趋势中继原型,2026-03-20,2026-03-23,23.0,23.0575,2026-03-31,2026-04-01,28.76,28.6881,25.04,24.42,28.83,-2.43,7,cum_super_peak_dd_20pct_3d,-117710941.06,75864581.73,-0.01314,255.16,3,22,True
sh605117,2026-03-20,72.37,35.32,10.41,-4.39,-19.41,0.34,4661435675.6,2.233725961924801,9.913288024373102,8.637012843648833,0.27678716722266633,0.00835,0.01772,0.01379,0.02547,0.5,0.55,1.0,78.99,60.25,70.33,100.0,5,趋势中继原型,2026-03-20,2026-03-23,133.67,134.0042,2026-04-03,2026-04-07,122.5,122.1938,-8.36,-8.81,6.22,-10.32,10,hard_stop_8pct,-564847449.78,0.0,-0.02373,0.0,3,22,True
sh600617,2026-03-23,76.24,27.07,10.53,17.7,-18.55,3.01,1300271505.28,3.7493540889573054,3.007518796992481,-8.880127179679747,0.08869298713514923,0.07822,0.06995,0.10448,0.10114,0.7,0.5,1.0,68.49,100.0,42.76,100.0,1,趋势中继原型,2026-03-23,2026-03-24,4.06,4.0701,2026-04-01,2026-04-02,3.7,3.6908,-8.87,-9.32,13.79,-9.61,7,hard_stop_8pct,-51470686.12,6949946.82,-0.00956,840.59,3,21,True
sh600032,2026-03-23,75.12,23.98,13.21,13.21,-16.93,6.53,1713776801.9400003,3.630523174021441,10.133060388945747,4.25871058222873,0.1598371005080219,0.01676,0.02797,0.01818,0.03283,0.45,0.6,1.0,66.91,74.81,75.44,100.0,2,趋势中继原型,2026-03-23,2026-03-24,10.83,10.8571,2026-03-26,2026-03-27,12.09,12.0598,11.63,11.08,30.19,-7.11,3,violent_super_outflow,-158492282.83,186150088.57,-0.02358,185.14,1,21,True
sz001258,2026-03-23,74.54,27.65,3.1,5.46,-21.8,-0.19,891610261.5000001,1.6653785995608044,10.05181347150257,35.50493584241906,2.654513514905301,0.03956,0.03278,0.04697,0.02959,0.45,0.6,1.0,62.6,89.49,65.4,80.91,3,趋势中继原型,2026-03-23,2026-03-24,10.62,10.6465,2026-03-30,2026-03-31,9.56,9.5361,-9.98,-10.43,16.1,-10.92,5,hard_stop_8pct,-237064632.55,0.0,-0.03985,0.0,4,21,True
sh605117,2026-03-23,74.34,45.65,13.01,8.23,-18.49,-2.71,3727869304.0099998,1.6658172476252564,-2.6368159203979946,0.8989206607633307,-0.05375041575209233,0.01745,0.02645,0.02879,0.04103,0.55,0.6,1.0,92.42,85.99,30.52,88.86,4,趋势中继原型,2026-03-23,2026-03-24,135.43,135.7686,2026-04-02,2026-04-03,124.5,124.1888,-8.07,-8.53,1.07,-9.7,8,hard_stop_8pct,-250848199.22,0.0,-0.01356,0.0,2,21,True
sh600310,2026-03-23,73.85,23.86,13.23,15.09,-13.93,4.1,1269418799.3799999,4.192523662075652,4.098360655737698,-5.8554390455146645,0.012775342375518917,0.05314,0.0444,0.06939,0.06238,0.6,0.55,1.0,66.78,91.43,47.26,100.0,5,趋势中继原型,2026-03-23,2026-03-24,4.92,4.9323,2026-03-30,2026-03-31,5.69,5.6758,15.65,15.07,47.56,-3.46,5,violent_super_outflow,-250734717.11,204854502.79,-0.03813,222.4,2,21,True
sh603538,2026-03-23,71.4,30.58,23.29,10.78,-21.34,-3.88,1224981826.2,3.187710456274439,-3.87931034482758,-2.927574198488138,0.053609909670021716,0.08792,0.08379,0.11452,0.11306,0.65,0.55,1.0,77.94,95.71,18.07,100.0,6,趋势中继原型,2026-03-23,2026-03-24,27.7,27.7692,2026-03-26,2026-03-27,37.9,37.8053,36.82,36.14,28.59,-1.3,3,violent_super_outflow,262161345.66,330328566.22,0.11027,20.64,1,21,True
sz001258,2026-03-24,80.55,34.43,13.22,10.4,-15.79,6.48,1759541354.1499999,2.870728452987306,6.685499058380429,-10.05815336892121,0.28692241923684936,0.06913,0.0597,0.06815,0.05074,0.5,0.6,1.0,80.36,91.43,57.79,100.0,1,趋势中继原型,2026-03-24,2026-03-25,10.88,10.9072,2026-03-30,2026-03-31,9.56,9.5361,-12.13,-12.57,13.33,-13.05,4,hard_stop_8pct,-95954963.23,0.0,-0.0229,0.0,3,20,True
sh603738,2026-03-24,72.89,33.6,5.88,4.07,-15.35,-1.77,1911977197.8000002,1.6468789968295747,7.653490328006729,11.838811617651835,0.02108835017823074,0.00549,0.00337,0.01205,0.02828,0.65,0.55,1.0,72.74,69.75,71.33,88.23,2,趋势中继原型,2026-03-24,2026-03-25,26.02,26.085,2026-03-26,2026-03-27,23.3,23.2418,-10.45,-10.9,1.84,-8.69,2,hard_stop_8pct,-88192768.78,3844899.82,-0.03505,2393.76,1,20,True
sh605299,2026-03-24,70.8,17.37,16.44,10.31,-20.92,3.53,727981321.1,2.8782962899998914,10.027285129604358,7.325002504106148,0.05270420612169746,0.0204,0.03726,0.0332,0.06394,0.5,0.5,1.0,61.3,81.28,63.8,80.1,3,趋势中继原型,2026-03-24,2026-03-25,16.1,16.1403,2026-04-24,2026-04-24,20.93,20.8777,30.0,29.35,48.94,0.0,20,window_end,678244687.52,678244687.52,0.03357,0.0,0,20,True
sh603738,2026-03-25,73.64,33.4,11.79,6.44,-15.63,-2.98,1561247763.1700003,1.316187123805593,-0.8593750000000067,0.48390799194230993,0.09546402381860242,0.00926,0.01215,0.02023,0.04417,0.65,0.55,1.0,75.91,82.79,56.67,77.21,1,趋势中继原型,2026-03-25,2026-03-26,24.8,24.862,2026-04-02,2026-04-03,25.43,25.3664,2.54,2.03,10.32,-6.17,6,cum_super_peak_dd_20pct_3d,4224894.37,134844038.8,0.00059,96.87,3,19,True
sz000509,2026-03-25,72.88,28.21,13.35,7.91,-14.76,1.1,805454273.3399999,2.667682003190059,2.0000000000000018,2.0930192225678077,-0.0734008668857653,0.05584,0.05474,0.06838,0.07072,0.55,0.55,1.0,72.48,87.14,48.24,85.76,2,趋势中继原型,2026-03-25,2026-03-26,4.58,4.5915,2026-03-31,2026-04-01,4.18,4.1696,-8.73,-9.19,0.66,-14.41,4,hard_stop_8pct,-62850458.68,0.0,-0.0416,0.0,3,19,True
sh603115,2026-03-25,70.96,23.67,9.38,6.73,-16.19,3.18,430685299.0,1.1741012531408277,3.1809145129224614,1.4582647735092458,0.077107451257583,0.03174,0.02943,0.04784,0.05729,0.55,0.6,1.0,63.09,91.43,67.79,30.81,3,趋势中继原型,2026-03-25,2026-03-26,38.0,38.095,2026-04-03,2026-04-07,42.0,41.895,10.53,9.98,27.24,-1.03,7,cum_super_peak_dd_20pct_3d,38145.69,83811519.59,1e-05,99.95,3,19,True
sh603115,2026-03-26,79.28,28.1,13.0,11.1,-21.74,4.69,903359787.66,2.262690244884216,8.670520231213864,0.24717620935772544,0.16913899727127024,0.03327,0.03021,0.04572,0.05559,0.6,0.6,1.0,72.02,91.43,65.53,92.93,1,趋势中继原型,2026-03-26,2026-03-27,38.5,38.5962,2026-04-03,2026-04-07,42.0,41.895,9.09,8.55,25.58,-1.3,6,cum_super_peak_dd_20pct_3d,-5563689.31,78209684.59,-0.00134,107.11,3,18,True
sz000791,2026-03-26,70.28,29.37,4.05,12.67,-13.95,-3.14,1553347590.4299998,1.8582368747627085,-3.1351351351351253,5.637877119039231,-0.014393509860732845,0.00745,0.0035,0.03542,0.04116,0.55,0.5,1.0,63.53,87.14,44.78,95.27,2,趋势中继原型,2026-03-26,2026-03-27,8.84,8.8621,2026-03-30,2026-03-31,7.83,7.8104,-11.43,-11.87,1.24,-12.22,2,hard_stop_8pct,-38240680.48,0.0,-0.0216,0.0,1,18,True
sh603026,2026-03-27,78.93,28.51,16.88,13.14,-20.3,10.0,2800197273.9299994,2.3940819437952148,9.997655883731827,0.47385067629102195,0.08537402553945084,0.03206,0.03082,0.04988,0.04609,0.5,0.45,1.0,76.01,82.86,68.5,100.0,1,趋势中继原型,2026-03-27,2026-03-30,94.78,95.0169,2026-03-31,2026-04-01,87.59,87.371,-7.59,-8.05,1.24,-8.95,2,hard_stop_8pct,-262947294.78,0.0,-0.05502,0.0,1,17,True
sh600513,2026-03-27,71.8,11.17,8.23,3.74,-16.49,5.61,667545663.0199999,2.021954002292084,10.008591065292084,18.0098730184392,0.27285815384668705,0.02299,0.035,0.02307,0.01396,0.75,0.7,1.0,46.0,89.56,76.33,75.67,2,趋势中继原型,2026-03-27,2026-03-30,26.37,26.4359,2026-04-07,2026-04-08,25.43,25.3664,-3.56,-4.05,22.37,-5.54,6,cum_super_peak_dd_20pct_3d,-367960974.34,16804193.05,-0.04209,2289.7,3,17,True
sh603906,2026-03-27,70.4,11.87,11.99,17.59,-17.97,4.33,1616761966.58,3.2932864010331144,7.122370936902467,11.657646262466912,-0.13746512362616398,0.03061,0.03121,0.04188,0.05222,0.6,0.55,1.0,50.25,91.43,53.3,100.0,3,趋势中继原型,2026-03-27,2026-03-30,22.0,22.055,2026-04-02,2026-04-03,22.55,22.4936,2.5,1.99,8.18,-4.5,4,cum_super_peak_dd_20pct_3d,-65009970.65,69549004.02,-0.01183,193.47,3,17,True
sh600996,2026-03-30,75.68,21.31,15.84,8.44,-19.66,9.98,996333995.4299998,2.6822992863656943,9.980039920159678,7.940487334857629,0.01630047803697693,0.02599,0.04667,0.04874,0.07747,0.5,0.55,1.0,65.83,87.14,61.85,99.73,1,趋势中继原型,2026-03-30,2026-03-31,10.5,10.5262,2026-04-02,2026-04-03,9.61,9.586,-8.48,-8.93,5.71,-11.9,3,hard_stop_8pct,-124329266.18,0.0,-0.04291,0.0,2,16,True
sz002432,2026-03-30,70.39,40.57,26.27,13.42,-21.91,9.99,4066795597.5399995,1.6057599001132203,9.994172494172492,-3.604049099459516,0.516525872106937,0.02733,0.01346,0.02643,0.01531,0.55,0.55,1.0,94.3,63.2,45.18,86.86,2,趋势中继原型,2026-03-30,2026-03-31,75.49,75.6787,2026-04-15,2026-04-17,74.2,74.0145,-1.71,-2.2,25.58,-2.64,11,cum_super_peak_dd_20pct_3d,-465825069.27,41501082.08,-0.01391,1222.44,3,16,True
sh603826,2026-03-31,73.96,26.41,8.02,3.41,-15.7,3.67,691453139.38,2.028437100325338,9.888800635424943,14.41147137886324,0.3588614303241059,0.00923,0.04205,-0.00305,0.01011,0.65,0.8,1.0,65.4,77.45,77.97,77.42,1,趋势中继原型,2026-03-31,2026-04-01,27.62,27.689,2026-04-24,2026-04-24,34.77,34.6831,25.89,25.26,32.55,-6.41,15,window_end,-68570392.3,18111852.79,-0.00936,478.59,2,15,True
sh603826,2026-04-01,80.28,30.33,14.48,9.19,-18.68,3.98,719628881.76,2.017052783315494,3.975424647632808,3.8256969318223852,0.019083723163546118,0.02544,0.0558,0.03678,0.04608,0.7,0.85,1.0,76.21,100.0,57.88,79.49,1,趋势中继原型,2026-04-01,2026-04-02,28.5,28.5712,2026-04-24,2026-04-24,34.77,34.6831,22.0,21.39,28.46,-9.3,14,window_end,-79976964.85,6705280.24,-0.01211,1292.75,2,14,True
sh605162,2026-04-01,73.8,17.75,13.49,6.03,-18.38,9.15,650410370.74,2.796562621483756,9.991386735572782,3.093054144741174,0.09982731237223053,0.02832,0.03186,0.03545,0.04862,0.55,0.55,1.0,59.15,87.14,72.46,74.42,2,趋势中继原型,2026-04-01,2026-04-02,13.4,13.4335,2026-04-15,2026-04-17,13.0,12.9675,-2.99,-3.47,15.52,-9.55,9,cum_super_peak_dd_20pct_3d,85416288.72,117100551.35,0.01434,27.06,3,14,True
sz002821,2026-04-01,73.26,13.96,11.37,14.79,-17.55,10.0,2192346026.47,4.505673576557229,10.002708314525588,8.757132759244527,0.7767535530611196,0.03913,0.03828,0.07544,0.05773,0.4,0.5,1.0,52.39,82.86,74.16,100.0,3,趋势中继原型,2026-04-01,2026-04-02,124.01,124.32,2026-04-20,2026-04-21,113.53,113.2462,-8.45,-8.91,4.67,-10.35,11,hard_stop_8pct,-608055038.36,0.0,-0.03264,0.0,4,14,True
sh600186,2026-04-01,71.76,27.7,9.91,1.0,-18.15,-1.34,1829612729.2300003,1.383310491248158,3.3802816901408406,2.8424163878596573,-0.12022090526368967,0.03707,0.02427,0.05034,0.04,0.6,0.45,1.0,68.75,91.43,44.75,79.44,4,趋势中继原型,2026-04-01,2026-04-02,7.34,7.3583,2026-04-13,2026-04-14,7.57,7.5511,3.13,2.62,8.58,-6.4,7,cum_super_peak_dd_20pct_3d,263708773.74,376454706.72,0.03064,29.95,3,14,True
sz002294,2026-04-01,70.26,31.17,3.69,7.47,-15.57,3.27,908168634.6300002,1.64557088907219,7.731202087750777,4.191280046299738,-0.04224548464573541,0.01076,0.03747,-0.00683,0.01471,0.6,0.65,1.0,67.66,74.5,62.95,81.47,5,趋势中继原型,2026-04-01,2026-04-02,64.98,65.1424,2026-04-17,2026-04-20,58.15,58.0046,-10.51,-10.96,9.25,-10.56,10,hard_stop_8pct,-112871073.07,0.0,-0.01342,0.0,1,14,True
sz002294,2026-04-02,79.64,37.26,14.65,17.42,-18.92,2.55,1301704676.3800004,2.158973774815668,3.4065102195306673,3.083231177413687,0.07583187580189943,0.01339,0.03902,-0.00353,0.01297,0.65,0.7,1.0,85.27,81.09,62.72,100.0,1,趋势中继原型,2026-04-02,2026-04-03,67.0,67.1675,2026-04-17,2026-04-20,58.15,58.0046,-13.21,-13.64,2.06,-13.25,9,hard_stop_8pct,-110166158.09,0.0,-0.0155,0.0,1,13,True
sz002869,2026-04-03,71.6,12.11,5.73,-0.61,-16.09,0.58,564488036.88,2.5526497357779276,6.5708418891170295,12.91106407193768,0.3546254087091576,0.03612,0.06592,0.01922,0.06193,0.55,0.6,1.0,44.97,91.43,77.18,68.13,1,趋势中继原型,2026-04-03,2026-04-07,25.9,25.9647,2026-04-07,2026-04-08,23.44,23.3814,-9.5,-9.95,0.15,-9.73,1,hard_stop_8pct,-21590349.32,0.0,-0.04235,0.0,0,12,True
sz000950,2026-04-03,71.57,12.09,18.43,16.1,-20.18,10.02,1021576729.51,5.8774572974838115,10.015408320493059,13.567314635923616,2.2816216904705673,0.08925,0.0419,0.15882,0.10045,0.45,0.4,1.0,56.29,78.57,68.74,100.0,2,趋势中继原型,2026-04-03,2026-04-07,7.26,7.2781,2026-04-08,2026-04-09,6.43,6.4139,-11.43,-11.87,2.07,-10.47,2,hard_stop_8pct,-317592597.33,0.0,-0.09049,0.0,1,12,True
sh601133,2026-04-07,76.63,25.19,14.19,7.27,-16.05,5.83,895053197.4399999,1.9346196869016694,10.01026694045175,11.963440172747724,0.16052938324890115,0.04845,0.0436,0.04188,0.04033,0.45,0.45,1.0,69.34,78.57,77.25,90.14,1,趋势中继原型,2026-04-07,2026-04-08,22.45,22.5061,2026-04-21,2026-04-23,23.78,23.7206,5.92,5.4,16.88,-3.12,9,cum_super_peak_dd_20pct_3d,30678122.43,94167513.75,0.0043,67.42,3,11,True
sz002645,2026-04-07,73.33,16.45,18.39,3.87,-20.7,0.97,971911185.8800001,1.639639798524695,6.101694915254252,1.6260858851717472,-0.05568419975637773,0.04167,0.05525,0.06011,0.08279,0.6,0.65,1.0,61.86,95.71,50.72,85.93,2,趋势中继原型,2026-04-07,2026-04-08,18.8,18.847,2026-04-23,2026-04-24,21.96,21.9051,16.81,16.23,26.97,-0.74,10,violent_super_outflow,-71924695.05,323666967.02,-0.00605,122.22,2,11,True
sz003031,2026-04-07,71.05,15.93,19.29,12.01,-18.84,3.48,2400614238.0899997,2.1705320770730827,3.4774754431523336,3.0691543268784827,0.049679870829595796,0.03176,0.01902,0.04407,0.04154,0.4,0.45,1.0,61.99,78.57,59.83,100.0,3,趋势中继原型,2026-04-07,2026-04-08,93.64,93.8741,2026-04-24,2026-04-24,127.79,127.4705,36.47,35.79,42.12,-4.1,11,window_end,25915151.72,106651137.44,0.00131,75.7,0,11,True
sz000703,2026-04-08,76.59,18.99,16.64,16.16,-17.09,4.73,1497341729.48,2.4260690753748095,4.731638418079087,5.46809922264265,0.09689951197739499,0.01663,0.03176,0.02762,0.06267,0.6,0.6,1.0,63.56,84.97,71.14,100.0,1,趋势中继原型,2026-04-08,2026-04-09,14.74,14.7768,2026-04-21,2026-04-23,15.0,14.9625,1.76,1.26,16.69,-1.02,8,cum_super_peak_dd_20pct_3d,24398918.49,145190231.55,0.00254,83.2,3,10,True
sh603588,2026-04-08,71.03,10.41,18.49,7.16,-20.5,5.17,1757367288.5799997,1.3251180041665123,7.927590511860183,6.489800135756234,-0.08091784989061868,0.01962,0.02741,0.0489,0.08563,0.75,0.6,1.0,54.18,100.0,48.09,77.5,2,趋势中继原型,2026-04-08,2026-04-09,17.3,17.3433,2026-04-10,2026-04-13,16.25,16.2094,-6.07,-6.54,7.86,-3.99,2,violent_super_outflow,-98076134.11,353430168.81,-0.0171,127.75,1,10,True
sz002645,2026-04-09,78.76,23.48,12.37,4.99,-17.43,8.18,895723101.8599999,1.3292375417357178,10.025839793281644,22.48540583376395,1.5327660025615681,0.04219,0.06589,0.04829,0.08797,0.65,0.65,1.0,65.52,95.71,74.41,70.01,1,趋势中继原型,2026-04-09,2026-04-10,21.13,21.1828,2026-04-24,2026-04-24,22.41,22.354,6.06,5.53,12.97,-3.45,9,window_end,-385529640.18,0.0,-0.03713,0.0,0,9,False
sh603588,2026-04-09,77.03,14.28,19.0,14.58,-21.65,6.39,3210174890.09,2.286032188159516,6.882591093117418,4.195008147865266,0.0068805369757847235,0.02181,0.02404,0.05491,0.08984,0.75,0.6,1.0,59.61,100.0,56.59,100.0,2,趋势中继原型,2026-04-09,2026-04-10,18.21,18.2555,2026-04-10,2026-04-13,16.25,16.2094,-10.76,-11.21,0.33,-8.79,1,hard_stop_8pct,-451506302.92,0.0,-0.17891,0.0,0,9,False
sz002947,2026-04-09,74.01,24.89,14.45,14.32,-15.72,9.85,1979944856.3799996,3.2507958004994255,10.000000000000009,8.307904674716326,1.1279682404151627,0.01189,0.03095,0.00698,0.03124,0.55,0.6,1.0,69.19,67.92,77.93,100.0,3,趋势中继原型,2026-04-09,2026-04-10,68.86,69.0322,2026-04-24,2026-04-24,83.3,83.0918,20.97,20.37,21.64,-4.14,9,window_end,33955228.57,33955228.57,0.00277,0.0,0,9,False
sz000703,2026-04-09,70.2,15.59,15.86,16.96,-19.62,4.49,1551636647.21,2.397962172598479,5.192178017532023,6.190571468050663,0.0008133821744091829,0.01718,0.04044,0.01799,0.05282,0.6,0.65,1.0,58.49,80.83,57.47,100.0,4,趋势中继原型,2026-04-09,2026-04-10,15.59,15.629,2026-04-21,2026-04-23,15.0,14.9625,-3.78,-4.26,10.33,-5.97,7,cum_super_peak_dd_20pct_3d,5470415.57,126261728.63,0.00068,95.67,3,9,False
sz002990,2026-04-09,70.0,21.53,11.1,6.43,-14.64,0.88,454003824.0,1.7736312613916174,1.9920318725099584,5.341664038494969,0.1420629157520048,0.02613,0.0481,0.01446,0.05449,0.6,0.5,1.0,61.88,83.67,67.63,52.5,5,趋势中继原型,2026-04-09,2026-04-10,33.43,33.5136,2026-04-20,2026-04-21,48.88,48.7578,46.22,45.49,61.68,-0.84,6,violent_super_outflow,18188271.53,298754414.89,0.00311,93.91,2,9,False
sh600176,2026-04-13,75.29,11.92,16.85,12.52,-20.34,7.57,3724995106.070001,1.6681947615542656,9.965753424657532,10.723041311090924,0.29762947889606317,0.01606,0.02757,0.033,0.05435,0.6,0.65,1.0,54.66,93.96,68.43,88.94,1,趋势中继原型,2026-04-13,2026-04-14,33.06,33.1427,2026-04-24,2026-04-24,33.0,32.9175,-0.18,-0.68,4.36,-6.59,7,window_end,-1072550490.14,0.0,-0.03303,0.0,1,7,False
sz002950,2026-04-13,72.29,20.0,16.0,16.49,-16.3,7.6,879143103.58,3.0866540561405946,7.595870206489663,0.9650710976916557,-0.05737843868032999,0.03214,0.04409,0.04434,0.06339,0.5,0.5,1.0,64.29,82.86,59.57,91.16,2,趋势中继原型,2026-04-13,2026-04-14,14.33,14.3658,2026-04-17,2026-04-20,13.15,13.1171,-8.23,-8.69,3.56,-9.91,3,hard_stop_8pct,-9883449.16,0.0,-0.00834,0.0,2,7,False
sz000951,2026-04-13,70.96,12.8,12.9,3.48,-13.57,3.97,701261901.4100002,1.541908608626469,4.507710557532629,4.277381260794144,0.11743649764006081,0.00408,0.03305,0.01728,0.04488,0.65,0.7,1.0,52.26,84.5,77.69,62.87,3,趋势中继原型,2026-04-13,2026-04-14,26.05,26.1151,2026-04-15,2026-04-17,24.04,23.9799,-7.72,-8.18,0.42,-10.02,2,hard_stop_8pct,-72876910.96,0.0,-0.04535,0.0,1,7,False
sh603800,2026-04-13,70.7,12.66,14.7,14.85,-17.27,8.7,576985066.5699999,3.2962043583766287,9.997706947947727,20.597402594228484,0.2367774396002077,0.00997,0.01964,0.03844,0.06173,0.35,0.5,1.0,53.69,82.86,74.74,69.05,4,趋势中继原型,2026-04-13,2026-04-14,48.13,48.2503,2026-04-24,2026-04-24,47.45,47.3314,-1.41,-1.9,4.47,-6.5,7,window_end,-35643110.3,50254775.7,-0.01226,170.92,2,7,False
sz002990,2026-04-13,70.07,29.18,18.22,11.73,-18.64,0.55,403906336.39,1.3807847906975794,2.35294117647058,1.5911009981766426,0.0014075766057086714,0.02487,0.04247,0.01618,0.04832,0.65,0.55,1.0,78.07,86.85,50.7,35.74,5,趋势中继原型,2026-04-13,2026-04-14,35.0,35.0875,2026-04-20,2026-04-21,48.88,48.7578,39.66,38.96,54.43,-0.2,4,violent_super_outflow,13422446.53,293988589.89,0.00268,95.43,2,7,False
