symbol,signal_date,score,pre20_return_pct,pre10_return_pct,pre5_return_pct,drawdown_from_20d_high_pct,close_vs_20d_high_pct,amount,amount_anomaly_20d,signal_return_1d_pct,active_buy_strength,support_pressure_spread,pre20_super_net_ratio,pre20_main_net_ratio,pre10_super_net_ratio,pre10_main_net_ratio,pre20_super_positive_day_ratio,pre20_main_positive_day_ratio,pre5_order_available_ratio,trend_score,fund_score,repair_score,liquidity_score,rank,strategy_name,observe_date,entry_signal_date,buy_point_reason,confirm_date,confirm_return_1d_pct,confirm_amount_anomaly_20d,confirm_super_net_ratio,confirm_main_net_ratio,confirm_super3_ratio,confirm_main3_ratio,confirm_support_pressure_spread,confirm_active_buy_strength,confirm_close_vs_20d_high_pct,confirm_pullback_from_observe_peak_pct,confirm_cancel_buy_ratio,confirm_add_sell_ratio,prior3_amount_anomaly_avg,buy_point_type,entry_date,gross_entry_price,entry_price,exit_signal_date,exit_date,gross_exit_price,exit_price,return_pct,net_return_pct,max_runup_pct,max_drawdown_pct,holding_days,exit_reason,final_cum_super_amount,final_cum_super_peak_amount,final_cum_super_ratio,final_super_peak_drawdown_pct,final_super_decline_streak,future_days_available,is_mature_trade
sh600791,2026-03-18,77.57,41.82,11.96,13.04,-16.35,-0.64,303239523.0,1.6494114817353294,-0.6410256410256276,11.941572339170314,0.023976273237970913,0.01646,0.00855,0.03705,0.03826,0.7,0.5,1.0,88.73,100.0,48.88,37.33,2,趋势中继原型,2026-03-18,2026-03-19,回踩均线承接,2026-03-19,-0.11,0.975,0.01469,0.044,0.21032,0.39327,-0.01477,4.40016,-3.93,-5.89,0.45615,1.01763,1.112,回踩均线承接,2026-03-20,9.25,9.2731,2026-03-23,2026-03-24,8.3,8.2793,-10.27,-10.72,4.32,-11.57,2,hard_stop_8pct,5902051.0,5902051.0,0.01299,0.0,0,23,True
sh600408,2026-03-18,63.37,12.57,16.22,17.81,-17.21,-0.7,1036276016.3700002,2.8906835519978555,-0.6976744186046546,-10.4053237030143,-0.034937771016668395,0.07545,0.06553,0.10443,0.09609,0.6,0.45,1.0,54.93,91.43,19.57,100.0,7,趋势中继原型,2026-03-18,2026-03-19,回踩均线承接,2026-03-19,4.22,2.592,0.00353,0.00959,0.1251,0.12926,-0.07752,0.95878,0.23,-9.65,0.35752,1.03602,2.443,回踩均线承接,2026-03-20,4.2,4.2105,2026-03-30,2026-03-31,3.76,3.7506,-10.48,-10.92,6.9,-11.67,7,hard_stop_8pct,-68620201.78,0.0,-0.01721,0.0,1,23,True
sh603817,2026-03-18,61.6,18.97,21.22,9.59,-19.34,3.2,628000481.29,3.50398077158762,4.316546762589923,13.89525766298,0.1036180552383219,0.00144,0.06712,0.00417,0.10142,0.4,0.45,1.0,66.53,51.6,65.22,72.78,9,趋势中继原型,2026-03-18,2026-03-19,回踩均线承接,2026-03-19,4.25,3.459,0.00045,0.13165,-0.00513,0.3938,0.11589,13.16474,3.66,-9.64,0.21907,0.75662,4.005,回踩均线承接,2026-03-20,9.06,9.0826,2026-03-26,2026-03-27,7.72,7.7007,-14.79,-15.22,1.66,-10.49,5,hard_stop_8pct,-80342995.73,0.0,-0.02551,0.0,4,23,True
sh600930,2026-03-18,60.41,14.86,13.9,6.75,-16.17,-4.96,3905584936.9099994,2.5804706673860442,-1.4705882352941124,-13.808547736941136,0.013426814263957199,0.04794,0.02768,0.06232,0.04663,0.5,0.3,1.0,50.24,82.86,25.34,100.0,10,趋势中继原型,2026-03-18,2026-03-24,回踩均线承接,2026-03-24,3.75,2.022,0.00708,0.00467,0.0196,0.00709,-0.15684,0.46681,-1.24,-10.44,0.33845,1.04625,2.149,回踩均线承接,2026-03-25,7.09,7.1077,2026-03-30,2026-03-31,6.37,6.3541,-10.16,-10.6,11.14,-10.16,4,hard_stop_8pct,-810807828.08,0.0,-0.04388,0.0,3,20,True
sz000048,2026-03-19,70.65,17.94,20.41,5.39,-19.98,-1.7,619840830.4000002,2.505700828766268,0.46948356807510194,2.9315860570646137,0.09983924856977278,0.01875,0.03912,0.02162,0.0321,0.55,0.7,1.0,65.21,88.29,51.87,72.18,5,趋势中继原型,2026-03-19,2026-03-27,回踩均线承接,2026-03-27,2.75,1.086,0.01064,0.03262,0.00084,0.04784,0.34969,3.26248,-6.59,-13.18,0.00051,1.40148,0.78,回踩均线承接,2026-03-30,20.55,20.6014,2026-03-31,2026-04-01,23.32,23.2617,13.48,12.91,17.96,-0.24,2,violent_super_outflow,-47601440.81,1377406.76,-0.02736,3555.87,1,17,True
sh605117,2026-03-20,72.37,35.32,10.41,-4.39,-19.41,0.34,4661435675.6,2.233725961924801,9.913288024373102,8.637012843648833,0.27678716722266633,0.00835,0.01772,0.01379,0.02547,0.5,0.55,1.0,78.99,60.25,70.33,100.0,5,趋势中继原型,2026-03-20,2026-03-26,回踩均线承接,2026-03-26,0.57,0.993,0.01316,0.03623,-0.07954,-0.08193,0.03002,3.62285,-7.56,-10.91,0.39552,0.89668,1.372,回踩均线承接,2026-03-27,129.1,129.4227,2026-04-03,2026-04-07,122.5,122.1938,-5.11,-5.59,6.03,-7.14,6,cum_super_peak_dd_20pct_3d,-249799005.96,59580102.7,-0.02131,519.27,3,18,True
sh600815,2026-03-20,65.75,10.51,7.1,10.51,-11.68,2.85,674274242.66,3.744763054599316,4.0345821325648235,7.821804195269273,-0.13668750752870423,0.02763,0.05282,0.02803,0.06337,0.55,0.6,1.0,44.14,85.33,60.1,76.17,8,趋势中继原型,2026-03-20,2026-03-24,回踩均线承接,2026-03-24,1.56,2.562,0.03926,0.08527,0.11438,0.24054,-0.02642,8.52701,-1.76,-12.85,0.44504,1.11147,3.509,回踩均线承接,2026-03-25,3.89,3.8997,2026-03-26,2026-03-27,4.04,4.0299,3.86,3.34,21.34,-2.06,2,violent_super_outflow,40219873.35,131661356.31,0.01908,69.45,1,20,True
sh600617,2026-03-23,76.24,27.07,10.53,17.7,-18.55,3.01,1300271505.28,3.7493540889573054,3.007518796992481,-8.880127179679747,0.08869298713514923,0.07822,0.06995,0.10448,0.10114,0.7,0.5,1.0,68.49,100.0,42.76,100.0,1,趋势中继原型,2026-03-23,2026-03-24,回踩均线承接,2026-03-24,3.16,2.505,0.00338,0.00707,0.05475,0.00496,-0.03978,0.70659,-3.42,-12.76,0.43061,0.99402,2.638,回踩均线承接,2026-03-25,4.01,4.02,2026-04-01,2026-04-02,3.7,3.6908,-7.73,-8.19,15.21,-8.48,6,cum_super_peak_dd_20pct_3d,-54758192.28,3662440.66,-0.01241,1595.13,3,20,True
sh603738,2026-03-24,72.89,33.6,5.88,4.07,-15.35,-1.77,1911977197.8000002,1.6468789968295747,7.653490328006729,11.838811617651835,0.02108835017823074,0.00549,0.00337,0.01205,0.02828,0.65,0.55,1.0,72.74,69.75,71.33,88.23,2,趋势中继原型,2026-03-24,2026-03-30,回踩均线承接,2026-03-30,2.52,1.315,0.04454,0.07063,0.08741,0.10578,0.04545,7.06293,1.32,-13.69,0.4168,0.81847,0.998,回踩均线承接,2026-03-31,26.34,26.4058,2026-04-24,2026-04-24,39.81,39.7105,51.14,50.39,54.52,-9.72,16,window_end,567595255.97,567595255.97,0.02291,0.0,0,16,True
sz002733,2026-03-24,69.49,29.74,5.37,-0.38,-19.81,-8.67,1157160057.35,1.065707442447533,5.71208027788499,4.481056133128888,-0.03861190641363965,0.04677,0.03242,0.05105,0.02925,0.55,0.65,1.0,54.81,93.46,53.79,68.86,4,趋势中继原型,2026-03-24,2026-03-27,回踩均线承接,2026-03-27,1.01,0.624,0.00452,0.00053,-0.06883,-0.05496,-0.06307,0.05304,-10.07,-7.14,0.00115,1.6021,0.871,回踩均线承接,2026-03-30,26.61,26.6765,2026-04-15,2026-04-17,32.21,32.1295,21.04,20.44,21.72,-8.38,12,cum_super_peak_dd_20pct_3d,-18410520.87,188180556.13,-0.00185,109.78,3,17,True
sz000883,2026-03-26,61.25,12.63,4.16,7.79,-9.79,-0.19,608146844.3000001,2.1008079274337916,0.7604562737642651,10.727849698060169,0.04060951834491022,-0.00124,-0.0156,0.03059,0.02191,0.5,0.25,1.0,44.24,67.54,68.83,71.33,10,趋势中继原型,2026-03-26,2026-03-27,回踩均线承接,2026-03-27,-1.51,1.484,0.00143,0.03277,0.14193,0.29537,-0.01124,3.27676,-2.79,-4.28,0.00013,1.51318,2.107,回踩均线承接,2026-03-30,5.17,5.1829,2026-04-02,2026-04-03,4.72,4.7082,-8.7,-9.16,0.77,-9.28,4,hard_stop_8pct,-29365686.86,0.0,-0.02696,0.0,1,17,True
sh600152,2026-03-30,69.07,12.04,-3.07,15.52,-20.66,4.04,1516304426.74,2.2536680885703224,8.733205374280239,6.958436990574853,0.11736683874399545,0.0126,0.02574,0.02914,0.03278,0.5,0.65,1.0,37.02,88.64,67.76,100.0,3,趋势中继原型,2026-03-30,2026-04-01,回踩均线承接,2026-04-01,-0.57,1.329,0.00915,0.00738,0.02528,0.05782,-0.05025,0.7378,-11.94,-14.82,0.35139,0.98733,1.704,回踩均线承接,2026-04-02,10.35,10.3759,2026-04-03,2026-04-07,10.0,9.975,-3.38,-3.86,1.74,-8.31,2,hard_stop_8pct,-4677615.0,23624983.0,-0.00428,119.8,1,14,True
sz002294,2026-03-30,67.63,26.8,11.8,13.13,-15.32,1.97,859182327.2499999,1.6836292595941533,1.971557853910788,7.690437041633171,-0.06343789383384335,0.01335,0.03558,0.00576,0.02037,0.6,0.65,1.0,69.28,76.77,48.23,79.15,4,趋势中继原型,2026-03-30,2026-04-02,回踩均线承接,2026-04-02,3.41,2.159,-0.00208,0.03083,0.00828,0.0536,0.07583,3.08323,2.55,-14.21,0.0024,1.31932,1.448,回踩均线承接,2026-04-03,67.0,67.1675,2026-04-17,2026-04-20,58.15,58.0046,-13.21,-13.64,2.06,-13.25,9,hard_stop_8pct,-110166158.09,0.0,-0.0155,0.0,1,13,True
sh600186,2026-03-30,67.42,15.16,15.91,15.72,-20.3,-0.67,2185844481.38,1.8039248199209155,3.5014005602240994,6.117138837598528,-0.10923885173626369,0.03456,0.01161,0.05916,0.05056,0.55,0.4,1.0,57.98,87.14,40.7,93.46,5,趋势中继原型,2026-03-30,2026-04-01,回踩均线承接,2026-04-01,3.38,1.383,0.00378,0.02842,0.01147,0.06086,-0.12022,2.84242,-1.34,-9.47,0.31287,1.01233,1.488,回踩均线承接,2026-04-02,7.34,7.3583,2026-04-13,2026-04-14,7.57,7.5511,3.13,2.62,8.58,-6.4,7,cum_super_peak_dd_20pct_3d,263708773.74,376454706.72,0.03064,29.95,3,14,True
sh603529,2026-03-30,59.58,12.42,12.18,3.89,-14.86,-3.73,957628685.79,2.208137296000658,-0.9591584158415878,-2.6049931168697853,-0.014975418377499272,0.03237,0.0393,0.04184,0.04617,0.35,0.5,1.0,47.89,82.86,26.09,96.9,9,趋势中继原型,2026-03-30,2026-03-31,回踩均线承接,2026-03-31,1.06,1.861,0.03345,-0.00018,0.00204,0.00202,-0.08655,-0.01823,-4.2,-5.51,0.42342,0.98183,2.151,回踩均线承接,2026-04-01,32.23,32.3106,2026-04-07,2026-04-08,29.31,29.2367,-9.06,-9.51,1.02,-9.28,4,hard_stop_8pct,-109824965.12,0.0,-0.04944,0.0,3,15,True
sz002460,2026-03-30,58.89,10.75,12.85,17.89,-20.76,0.6,9112677025.35,2.2892922671633644,0.6024852516631096,-13.756005361573251,-0.00490149608899193,0.02759,0.01292,0.06462,0.04967,0.5,0.5,1.0,49.58,82.86,20.07,100.0,10,趋势中继原型,2026-03-30,2026-04-02,回踩均线承接,2026-04-02,3.39,1.61,0.01183,0.02561,-0.05888,-0.05494,-0.02794,2.56126,-1.93,-6.69,0.00105,1.36573,1.695,回踩均线承接,2026-04-03,79.95,80.1499,2026-04-24,2026-04-24,84.99,84.7775,6.3,5.77,10.04,-3.05,13,window_end,-2518552300.9,0.0,-0.02952,0.0,0,13,True
sz002370,2026-03-31,66.61,10.97,10.63,16.94,-19.22,3.48,997373237.7700001,5.88148814839692,3.481894150417819,0.07684797936965282,0.04237334004920035,0.04804,0.01208,0.10696,0.07602,0.5,0.15,1.0,47.88,82.86,53.07,99.81,3,趋势中继原型,2026-03-31,2026-04-01,回踩均线承接,2026-04-01,3.63,4.694,0.02992,0.01838,0.19298,0.18749,-0.17842,1.83781,-1.03,-9.51,0.00073,1.62521,3.948,回踩均线承接,2026-04-02,7.46,7.4786,2026-04-23,2026-04-24,6.81,6.793,-8.71,-9.17,10.19,-8.31,13,hard_stop_8pct,-143174109.12,0.0,-0.01913,0.0,4,14,True
sh600066,2026-03-31,63.22,10.1,4.55,1.49,-9.46,8.44,1095848960.02,1.7696113987957307,9.999999999999986,11.864183103995202,1.0783514938212222,0.0087,0.01357,0.00044,-0.00756,0.55,0.65,1.0,41.33,53.95,90.81,92.32,6,趋势中继原型,2026-03-31,2026-04-08,回踩均线承接,2026-04-08,0.99,1.272,0.03868,0.05023,0.02395,0.04905,0.07894,5.02297,-4.65,-8.31,0.44451,0.87371,1.62,回踩均线承接,2026-04-09,36.52,36.6113,2026-04-24,2026-04-24,36.97,36.8776,1.23,0.73,3.42,-2.79,10,window_end,117052681.5,117052681.5,0.01693,0.0,0,10,True
sh603052,2026-03-31,60.31,11.25,10.29,6.67,-21.5,-4.68,771975643.74,1.2720798490675724,3.0788564247565375,10.176907797166198,0.00376621656858811,0.03547,0.03233,0.04892,0.03061,0.5,0.55,1.0,42.92,84.81,47.37,59.05,8,趋势中继原型,2026-03-31,2026-04-01,回踩均线承接,2026-04-01,-2.09,1.044,0.00531,0.03604,0.07532,0.15369,0.12516,3.60405,-6.67,-11.86,0.39769,1.0315,0.919,回踩均线承接,2026-04-02,63.54,63.6988,2026-04-08,2026-04-09,63.09,62.9323,-0.71,-1.2,3.01,-6.36,4,cum_super_peak_dd_20pct_3d,-35622400.84,471059.0,-0.01795,7662.2,3,14,True
sh603165,2026-03-31,59.24,20.09,9.88,3.79,-17.49,-5.44,269715945.64,0.9569465334793583,-2.767295597484276,-4.576073472672569,0.11829744872625031,0.04182,0.05753,0.05034,0.05868,0.6,0.7,1.0,52.48,100.0,29.28,11.8,10,趋势中继原型,2026-03-31,2026-04-02,回踩均线承接,2026-04-02,1.85,0.997,0.02713,0.10975,-0.02289,-0.00051,-0.09378,10.9753,-5.57,-6.46,0.41132,1.02226,1.157,回踩均线承接,2026-04-03,15.4,15.4385,2026-04-15,2026-04-17,15.7,15.6608,1.95,1.44,7.4,-6.95,8,cum_super_peak_dd_20pct_3d,-9023125.01,2572824.9,-0.00625,450.71,3,13,True
sh605116,2026-04-01,67.69,19.08,11.54,17.33,-18.0,5.78,578548031.73,3.54434819685485,5.784280367471917,-0.7952462384570325,0.02258826405635206,0.02421,0.06895,0.01995,0.03999,0.6,0.8,1.0,59.12,90.56,45.39,69.16,7,趋势中继原型,2026-04-01,2026-04-07,回踩均线承接,2026-04-07,-0.42,1.332,0.03652,0.01633,-0.06751,-0.1359,0.07925,1.63269,-11.5,-13.12,0.38296,0.96932,2.764,回踩均线承接,2026-04-08,28.69,28.7617,2026-04-14,2026-04-15,27.12,27.0522,-5.47,-5.94,1.43,-9.2,5,hard_stop_8pct,-34250209.0,0.0,-0.02713,0.0,4,11,True
sz002990,2026-04-01,67.16,15.28,2.09,-0.34,-7.71,1.02,476619461.77,2.94373392244579,4.748889648103871,16.100079844626695,-0.019504558134233463,0.02795,0.02813,0.00333,0.01609,0.6,0.4,1.0,45.8,79.25,78.07,61.7,8,趋势中继原型,2026-04-01,2026-04-07,回踩均线承接,2026-04-07,2.86,1.901,-0.00179,0.05822,-0.102,0.02259,-0.01312,5.82183,-2.0,-10.34,0.00075,1.47082,2.448,回踩均线承接,2026-04-08,31.42,31.4986,2026-04-20,2026-04-21,48.88,48.7578,55.57,54.79,72.02,-0.86,8,violent_super_outflow,76966382.1,357532525.46,0.01132,78.47,2,11,True
sz002645,2026-04-02,65.11,19.44,13.84,11.29,-19.97,-2.28,1038176632.3700001,1.906449078809948,-2.2788931090613085,-1.6292058213049785,0.049353717703154,0.04688,0.05671,0.07959,0.09949,0.6,0.6,1.0,61.11,91.43,20.35,96.88,3,趋势中继原型,2026-04-02,2026-04-03,回踩均线承接,2026-04-03,-1.72,0.951,-0.00467,0.05678,0.35805,0.35528,-0.16995,5.67806,-4.84,-6.29,0.02385,1.5093,1.221,回踩均线承接,2026-04-07,17.69,17.7342,2026-04-24,2026-04-24,22.41,22.354,26.68,26.05,34.93,0.0,12,window_end,-88234831.16,297294809.02,-0.00648,129.68,0,12,True
sh603588,2026-04-02,62.77,15.19,6.87,7.4,-21.59,-5.9,1249184853.6899998,0.9877975462975347,2.5182239893969616,5.405278263704929,-0.10506910761229193,0.02046,0.03196,0.03373,0.05178,0.75,0.6,1.0,42.64,98.89,34.96,66.26,5,趋势中继原型,2026-04-02,2026-04-03,回踩均线承接,2026-04-03,0.26,1.126,0.01854,0.01436,0.07483,0.09525,0.13568,1.43614,-5.66,-5.36,0.43261,0.85903,1.13,回踩均线承接,2026-04-07,15.36,15.3984,2026-04-10,2026-04-13,16.25,16.2094,5.79,5.27,21.48,-3.26,4,violent_super_outflow,41983556.82,493489859.74,0.00471,91.49,1,12,True
sz000951,2026-04-02,61.57,21.39,12.69,5.06,-12.84,-2.04,427396872.38,0.9163122444355314,-1.6324822101297598,1.7117986215620142,0.1479343198931622,0.00653,0.0246,0.00875,0.03782,0.6,0.65,1.0,63.04,72.75,60.01,21.98,7,趋势中继原型,2026-04-02,2026-04-03,回踩均线承接,2026-04-03,4.0,1.446,0.01033,0.12607,0.08079,0.25104,0.0788,12.60719,1.88,-7.73,0.00054,1.34087,1.061,回踩均线承接,2026-04-07,24.52,24.5813,2026-04-24,2026-04-24,23.42,23.3615,-4.49,-4.96,9.5,-5.67,12,window_end,-3853519.11,36343243.8,-0.0006,110.6,0,12,True
